# Copyright 2008 Google Inc. All rights reserved.
# This file was machine-generated, do not edit.
# This file is encoded in UTF-8, do not reencode.
# ICU4J version 4.0.0.0
# Generated on 2008-10-01 12:41:27 with com.google.i18n.identifiers.impl.tools.BuildLanguageNameTables by dougfelt
x-bork;x-bork;Bork, bork, bork!
cus;uk;кушітська мова
ng;uk;ндонга
jpr;uk;іудео-перська
kpe;uk;кпеллє
nl;uk;голландська
nyn;uk;ньянколе
nym;uk;ньямвезі
jv;uk;яванська
myv;uk;ерзя
nyo;uk;ньоро
afh;uk;африхілі
him;uk;хімачалі
hil;uk;хілігайнон
myn;uk;майя мови
kj;uk;кунама
tvl;uk;тувалу
ki;uk;кікуйю
kmb;uk;кімбунду
kg;uk;конґолезька
inc;uk;індійські мови
hit;uk;хітіті
ka;uk;грузинська
sla;uk;слов’янські мови
nzi;uk;нзіма
bej;uk;беджа
kw;uk;корнійська
ky;uk;киргизька
ks;uk;кашмірська
ku;uk;курдська
kv;uk;комі
ber;uk;берберська
ko;uk;корейська
ine;uk;індоєвропейські мови
inh;uk;інгуська
tut;uk;алтайська мова
kr;uk;канурі
kk;uk;казахська
bem;uk;бемба
kl;uk;калааллісут
km;uk;кхмерська
kn;uk;каннада
li;uk;лімбургійська
tum;uk;тумбука
tup;uk;тупі
afa;uk;афро-азійська мова
lg;uk;ганда
la;uk;латинська
lb;uk;люксембурзька
hr;uk;хорватська
mwr;uk;марварі
wal;uk;валамо
ht;uk;гаїтянська
wak;uk;вакашські мови
snk;uk;сонінке
hu;uk;угорська
bho;uk;бходжпурі
xal;uk;калмицька
mwl;uk;мірандська
hi;uk;гінді
ho;uk;хірі-моту
war;uk;варай
was;uk;вашо
id;uk;індонезійська
ia;uk;інтерлінгва
ig;uk;ігбо
ie;uk;інтерлінгве
hz;uk;гереро
hy;uk;вірменська
ady;uk;адигейська
smn;uk;саамська інарі
ilo;uk;ілоканська
is;uk;ісландська
it;uk;італійська
iu;uk;інуктітут
smj;uk;саамська луле
ii;uk;сичуань
ach;uk;ачолі
ik;uk;інупіак
sms;uk;саамська скольт
ace;uk;ачехська
io;uk;ідо
ada;uk;адангме
sma;uk;саамська південна
smi;uk;саамські мови
dyu;uk;діула
ja;uk;японська
xh;uk;кхоса
pon;uk;понапе
lol;uk;монго
moh;uk;магавк
wo;uk;волоф
syc;uk;сирійська класична
cmc;uk;хамітські мови
mos;uk;моссі
wa;uk;валлонська
loz;uk;лозі
vi;uk;вʼєтнамська
syr;uk;сирійська
tsi;uk;цимшиан
rup;uk;арумунська
nwc;uk;неварі класична
vo;uk;волап’юк
uz;uk;узбецька
ve;uk;венда
fur;uk;фріульська
uk;uk;українська
ug;uk;уйгурська
ewo;uk;евондо
ur;uk;урду
ty;uk;таїтянська
tt;uk;татарська
tw;uk;тві
hmn;uk;хмонг
gmh;uk;середньоверхньонімецька
doi;uk;догрі
to;uk;Тонга
tmh;uk;тамашек
tn;uk;тсвана
nub;uk;нубійські мови
tl;uk;тагальська
ts;uk;тсонга
tr;uk;турецька
cop;uk;коптська
ssa;uk;ніло-сахарські мови
tg;uk;таджицька
te;uk;телугу
tk;uk;туркменська
ti;uk;тигріні
th;uk;тайська
ta;uk;тамільська
su;uk;сунданська
sv;uk;шведська
ss;uk;сісваті
cpf;uk;франко-креольські та піджінізовані франкофонні мови
st;uk;сото південна
cpe;uk;англо-креольські та піджінізовані англійські мови
lua;uk;луба-лулуа
oto;uk;отомі мови
sw;uk;суахілі
sl;uk;словенська
sk;uk;словацька
sn;uk;шона
sm;uk;самоанська
cpp;uk;португальсько-креольські та піджінізовані португальські мови
so;uk;сомалі
sr;uk;сербська
sq;uk;албанська
sd;uk;сіндхі
ota;uk;османська
sc;uk;сардинська
se;uk;саамська північна
sh;uk;сербсько-хорватська
sg;uk;санго
si;uk;сингальська
goh;uk;давньоверхньонімецька
dum;uk;середньонідерландська
nso;uk;сото північна
sa;uk;санскрит
zun;uk;зуньї
gon;uk;гонді
gor;uk;горонтало
ru;uk;російська
got;uk;готська
dua;uk;дуала
rw;uk;кіньяруанда
car;uk;карібська
ro;uk;румунська
ypk;uk;юпік мови
cau;uk;кавказька мова
rn;uk;рунді
rm;uk;ретороманська
tog;uk;ньяса тонга
en_US;uk;англійська (США)
iro;uk;ірокезькі мови
pra;uk;пракріті мови
suk;uk;сукума
hsb;uk;верхньолужицька
sus;uk;сусу
cad;uk;каддо
sux;uk;шумерська
zxx;uk;немає мовного вмісту
dra;uk;дравідійська мова
qu;uk;кечуа
es_ES;uk;іспанська (Іспанія)
cai;uk;центральноамериканьских індіанців мова
crh;uk;кримськотатарська
grb;uk;гребо
mus;uk;крік
tpi;uk;ток-пісін
crp;uk;креольські та піджінізовані мови
grc;uk;давньогрецька
mul;uk;декілька мов
mun;uk;мунда мови
frm;uk;середньофранцузька
nqo;uk;нко
fro;uk;давньофранцузька
ira;uk;іранська
frs;uk;фризька східна
frr;uk;фризька північна
csb;uk;кашубська
pro;uk;давньопровансальська
pt;uk;португальська
dsb;uk;нижньолужицька
jrb;uk;іудео-арабська
ps;uk;пушту
tai;uk;тайські мови
sad;uk;сандаве
tig;uk;тигре
fon;uk;фон
sah;uk;якутська
sai;uk;південноамериканських індіанців мови
sal;uk;салішські мови
sam;uk;самаритянська арамейська
kbd;uk;кабардинська
cch;uk;атсам
umb;uk;умбунду
en_GB;uk;англійська (Великобританія)
arc;uk;арамейська
arp;uk;арапахо
dgr;uk;догрибська
arn;uk;арауканська
bra;uk;брадж
kaw;uk;каві
zza;uk;заза
gsw;uk;німецька швейцарська
arw;uk;аравакська
kar;uk;каренська
nog;uk;ногайська
art;uk;штучна мова
kam;uk;камба
kaj;uk;йю
non;uk;давньонорвезька
mga;uk;середньоірландська
und;uk;невизначена мова
elx;uk;еламська
kac;uk;качін
kab;uk;кабильська
kaa;uk;каракалпацька
sat;uk;сантальська
sas;uk;сасакська
tiv;uk;тів
tkl;uk;токелау
pt_BR;uk;португальська (Бразилія)
apa;uk;апачі мови
gwi;uk;кучін
osa;uk;осейдж
btk;uk;батак
cel;uk;кельтська мова
del;uk;делаварська
den;uk;слейв
lez;uk;лезгінська
ceb;uk;себуанська
min;uk;мінангкабау
hup;uk;хупа
tli;uk;тлінгіт
enm;uk;середньоанглійська
bua;uk;бурятська
tlh;uk;клінгон
mis;uk;інші мови
mic;uk;мікмак
bug;uk;бугійська
tem;uk;темне
sit_NP;uk;китайсько-тибетські мови (Непал)
chb;uk;чібча
egy;uk;давньоєгипетська
de_AT;uk;німецька (Австрія)
awa;uk;авадхі
chy;uk;чейєнн
chg;uk;чагатайська
chk;uk;чуукська
mkh;uk;мон-кхмерські мови
cho;uk;чокто
chp;uk;чіпев’ян
chm;uk;марійська
chn;uk;чинук жаргон
tet;uk;тетум
ter;uk;терено
chr;uk;черокі
zh;uk;китайська
fil;uk;філіппінська
ast;uk;астурська
za;uk;чжуан
mni;uk;маніпурі
din;uk;дінка
fiu;uk;фінно-угорські мови
zu;uk;зулуська
mno;uk;манобо мови
vot;uk;водська
uga;uk;угаритська
mnc;uk;манчжурська
ath;uk;атапаскські мови
nic;uk;ніґеро-кордофанські мови
nia;uk;ніаська
byn;uk;блін
de_CH;uk;німецька (Швейцарія)
niu;uk;ніуе
eka;uk;екаджук
aus;uk;австралійські мови
yo;uk;йоруба
yi;uk;ідиш
gd;ur;سکاٹ گيلِک
ga;ur;آئيرِش
fi;ur;فنّنِش
fr;ur;فرانسيسی
fo;ur;فیروئیز
he;ur;عبرانی
gn;ur;گُارانی
gl;ur;گاليشيائی
gu;ur;گجراتی
de;ur;جرمن
eu;ur;باسکی
fa;ur;فارسی
el;ur;يونانی
eo;ur;ايسپرانٹو
en;ur;انگريزی
et;ur;اسٹونين
ca;ur;کاٹالانين
bs;ur;بوسنی
br;ur;برِیٹن
bn;ur;بنگالی
bg;ur;بلغاری
bh;ur;بِہاری
be;ur;بيلاروسی
da;ur;ڈينش
cs;ur;چيک
az;ur;آزربائیجانی
as;ur;آسامی
ar;ur;عربی
am;ur;امہاری
af;ur;ايفريکانز
no;ur;نارويجين
nn;ur;نورویجینی (نینورسک)
oc;ur;آکيٹانی
or;ur;اورِیا
pa;ur;پنجابی
pl;ur;پولستانی
lo;ur;لاؤشِیَن
ln;ur;لِنگَلا
lv;ur;ليٹوين
lt;ur;لتھُواینین
mk;ur;مقدونيائی
ml;ur;مالايالم
mn;ur;منگؤلی
mr;ur;مراٹهی
mt;ur;مالٹی
ms;ur;مالائی
ne;ur;نيپالی
nl;ur;ڈچ
jv;ur;جاوی
ka;ur;جارجی
ky;ur;کرغیزی
ku;ur;كردش
ko;ur;کورين
km;ur;کمبوڈیَن
kn;ur;کنّاڈا
la;ur;لاطينی
hr;ur;کراتی
hu;ur;ہنگیرین
hi;ur;ہندی
id;ur;انڈونيثيائی
ia;ur;انٹرلنگوی
hy;ur;ارمینی
it;ur;اطالوی
ja;ur;جاپانی
ur;ur;اردو
sr;ur;صربی
sq;ur;البانی
sh;ur;سربو-کروئیشین
sa;ur;سَنسکرِت
ru;ur;روسی
ro;ur;رومنی
pt;ur;پُرتگالی
ps;ur;پشتو
tlh;ur;کلنگان
fil;ur;ٹيگالاگی
uz;uz;Ўзбек
fa;uz_Arab;دری
uz;uz_Arab;اۉزبېک
ps;uz_Arab;پشتو
uz;uz_Cyrl;Ўзбек
fr;uz_Latn;fransuzcha
de;uz_Latn;olmoncha
en;uz_Latn;inglizcha
es;uz_Latn;ispancha
ar;uz_Latn;arabcha
hi;uz_Latn;hindcha
it;uz_Latn;italyancha
ja;uz_Latn;yaponcha
uz;uz_Latn;o'zbekcha
ru;uz_Latn;ruscha
en_US;uz_Latn;inglizcha (Qo'shma Shtatlar)
pt;uz_Latn;portugalcha
en_GB;uz_Latn;inglizcha (Birlashgan Qirollik)
pt_BR;uz_Latn;portugalcha (Braziliya)
zh;uz_Latn;xitoycha
fy;vi;Tiếng Frisian
gd;vi;Tiếng Xentơ (Xcốt len)
ga;vi;Tiếng Ai-len
fi;vi;Tiếng Phần Lan
fr;vi;Tiếng Pháp
fo;vi;Tiếng Faore
he;vi;Tiếng Hê-brơ
gn;vi;Tiếng Guarani
gl;vi;Tiếng Galician
gu;vi;Tiếng  Gujarati
de;vi;Tiếng Đức
fr_CH;vi;Tiếng Pháp (Thụy Sĩ)
fr_CA;vi;Tiếng Pháp (Ca-na-đa)
nl_BE;vi;Tiếng Hà Lan (Bỉ)
eu;vi;Tiếng Basque
fa;vi;Tiếng Ba Tư
el;vi;Tiếng Hy Lạp
eo;vi;Tiếng Quốc Tế Ngữ
en;vi;Tiếng Anh
et;vi;Tiếng E-xtô-ni-a
es;vi;Tiếng Tây Ban Nha
ca;vi;Tiếng Ca-ta-lăng
bs;vi;Tiếng Nam Tư
br;vi;Tiếng Breton
bn;vi;Tiếng Bengali (Ấn Độ)
bo;vi;Tiếng Tây Tạng
bg;vi;Tiếng Bun-ga-ri
bh;vi;Tiếng Bihari
be;vi;Tiếng Bê-la-rút
da;vi;Tiếng Đan Mạch
cy;vi;Tiếng Xentơ
cs;vi;Tiếng Séc
es_419;vi;Tiếng Tây Ban Nha (Châu Mỹ La-tinh và Ca-ri-be)
en_AU;vi;Tiếng Anh (Úc)
en_CA;vi;Tiếng Anh (Ca-na-đa)
az;vi;Tiếng Ai-déc-bai-gian
ay;vi;Tiếng Aymara
as;vi;Tiếng Assam
ar;vi;Tiếng A-rập
am;vi;Tiếng Amharic
af;vi;Tiếng Nam Phi
no;vi;Tiếng Na Uy
nn;vi;Tiếng Na Uy (Nynorsk)
pt_PT;vi;Tiếng Bồ Đào Nha (Bồ Đào Nha)
oc;vi;Tiếng Occitan
or;vi;Tiếng Ô-ri-a
pa;vi;Tiếng Punjabi
pl;vi;Tiếng Ba Lan
lo;vi;Tiếng Lào
ln;vi;Tiếng Lingala
lv;vi;Tiếng Lát-vi-a
lt;vi;Tiếng Lít-va
mk;vi;Tiếng Ma-xê-đô-ni-a
ml;vi;Tiếng Malayalam
mn;vi;Tiếng Mông Cổ
mr;vi;Tiếng Marathi
mt;vi;Tiếng Mantơ
ms;vi;Tiếng Ma-lay-xi-a
ne;vi;Tiếng Nê-pan
nl;vi;Tiếng Hà Lan
jv;vi;Tiếng Gia-va
ka;vi;Tiếng Georgian
ky;vi;Tiếng Kyrgyz
ks;vi;Tiếng Kashmiri
ku;vi;Tiếng Kurd (Iran)
ko;vi;Tiếng Hàn Quốc
km;vi;Tiếng Campuchia
kn;vi;Tiếng Kan-na-đa
la;vi;Tiếng La-tinh
hr;vi;Tiếng Crô-a-ti-a
hu;vi;Tiếng Hung-ga-ri
hi;vi;Tiếng Hin-đi
id;vi;Tiếng In-đô-nê-xia
ia;vi;Tiếng Khoa Học Quốc Tế
ie;vi;Tiếng Khoa học quốc tế
hy;vi;Tiếng Ác-mê-ni
is;vi;Tiếng Ai-xơ-len
it;vi;Tiếng Ý
ja;vi;Tiếng Nhật
xh;vi;Tiếng Bantu
wo;vi;Tiếng Wolof
vi;vi;Tiếng Việt
uz;vi;Tiếng U-dơ-bếch
uk;vi;Tiếng U-crai-na
ug;vi;Tiếng Uighur
ur;vi;Tiếng Uđu
tw;vi;Tiếng Twi
tr;vi;Tiếng Thổ Nhĩ Kỳ
te;vi;Tiếng Telugu
tk;vi;Tiếng Tuôc-men
ti;vi;Tiếng Tigrigya
th;vi;Tiếng Thái
ta;vi;Tiếng Tamil
su;vi;Tiếng Xu đăng
sv;vi;Tiếng Thụy Điển
sw;vi;Tiếng Bantu (Đông Phi)
sl;vi;Tiếng Xlô-ven
sk;vi;Tiếng Xlô-vác
so;vi;Tiếng Xô-ma-li
sr;vi;Tiếng Séc-bi
sq;vi;Tiếng An-ba-ni
sd;vi;Tiếng Sin-hi
sh;vi;Tiếng Xéc bi - Croatia
si;vi;Tiếng Sinhala
sa;vi;Tiếng Phạn
ru;vi;Tiếng Nga
ro;vi;Tiếng Ru-ma-ni
rm;vi;Tiếng Rhaeto-Romance
en_US;vi;Tiếng Anh (Hoa Kỳ)
es_ES;vi;Tiếng Tây Ban Nha (Tây Ban Nha)
pt;vi;Tiếng Bồ Đào Nha
ps;vi;Tiếng Pa-tô
en_GB;vi;Tiếng Anh (Vương quốc Anh)
pt_BR;vi;Tiếng Bồ Đào Nha (Bra-xin)
tlh;vi;Tiếng Klingon
de_AT;vi;Tiếng Đức (Áo)
zh;vi;Tiếng Trung Quốc
fil;vi;Tiếng Philipin
zu;vi;Tiếng Zulu
de_CH;vi;Tiếng Đức (Thụy Sĩ)
yi;vi;Tiếng Y-đit
zh_Hant;zh;中文 (繁体中文)
fy;zh;弗里斯兰文
gd;zh;苏格兰盖尔文
ga;zh;爱尔兰文
shn;zh;掸文
fj;zh;斐济文
ff;zh;夫拉文
fi;zh;芬兰文
fr;zh;法文
fo;zh;法罗文
zh_Hans;zh;中文 (简体中文)
udm;zh;乌德穆尔特文
sga;zh;古爱尔兰文
he;zh;希伯来文
ha;zh;豪撒文
sgn;zh;手语
gn;zh;瓜拉尼文
gil;zh;吉尔伯特斯文
gl;zh;加利西亚文
ain;zh;阿伊努文
gv;zh;马恩岛文
bik;zh;毕库尔文
gu;zh;古加拉提文
iba;zh;伊班文
bin;zh;比尼文
dv;zh;迪维希文
dz;zh;不丹文
de;zh;德文
mai;zh;迈蒂利文
fr_CH;zh;法文 (瑞士)
mak;zh;望加锡文
mad;zh;马都拉文
mag;zh;马加伊文
map;zh;澳斯特罗尼西亚语系
fr_CA;zh;法文 (加拿大)
mas;zh;萨伊语
wen;zh;索布诸语言
nl_BE;zh;荷兰文 (比利时)
man;zh;曼丁哥文
sid;zh;悉达摩文
eu;zh;巴斯克文
khi;zh;其他科伊桑语系
fa;zh;波斯文
kha;zh;卡西文
bla;zh;司克司卡文
sit;zh;其他汉藏语系
new;zh;尼瓦尔文
ee;zh;埃维文
el;zh;希腊文
sio;zh;苏语诸语言
zen;zh;泽纳加文
eo;zh;世界文
en;zh;英文
et;zh;爱沙尼亚文
kho;zh;和田文
es;zh;西班牙文
efi;zh;埃菲克文
ca;zh;加泰罗尼亚文
hai;zh;海达文
haw;zh;夏威夷文
bs;zh;波斯尼亚文
br;zh;布里多尼文
bn;zh;孟加拉文
bo;zh;藏文
bm;zh;班巴拉文
anp;zh;安吉卡文
bg;zh;保加利亚文
bh;zh;比哈尔文
bi;zh;比斯拉马文
be;zh;白俄罗斯文
bnt;zh;班图文
da;zh;丹麦文
ang;zh;古英文
nds;zh;低地德文；低地撒克逊文
mdf;zh;莫克沙文
fat;zh;芳蒂文
dak;zh;达科他文
cy;zh;威尔士文
cv;zh;楚瓦什文
fan;zh;芳格文
cu;zh;宗教斯拉夫文
gez;zh;吉兹文
cs;zh;捷克文
mdr;zh;曼达尔
cr;zh;克里族文
dar;zh;达尔格瓦文
co;zh;科西嘉文
kfo;zh;科罗文
jbo;zh;逻辑文
day;zh;达雅克文
ch;zh;查莫罗文
sco;zh;苏格兰文
gem;zh;其他日尔曼语系
ce;zh;车臣文
scn;zh;西西里文
nap;zh;拿波里文
es_419;zh;西班牙文 (拉丁美洲和加勒比海)
rap;zh;拉帕努伊文
rar;zh;拉罗汤加文
nah;zh;纳瓦特尔文
nai;zh;其他北美印第安语系
lad;zh;拉迪诺文
lah;zh;拉亨达文
pau;zh;帕劳文
alt;zh;南阿尔泰文
lam;zh;兰巴文
men;zh;门迪文
en_AU;zh;英文 (澳大利亚)
en_CA;zh;英文 (加拿大)
alg;zh;其他阿尔贡语系
az;zh;阿塞拜疆文
paa;zh;其他巴布亚文
ay;zh;艾马拉文
ba;zh;巴什客尔文
pag;zh;邦阿西楠语
ale;zh;阿留申文
as;zh;阿萨姆文
pal;zh;帕拉维文
ar;zh;阿拉伯文
pap;zh;帕皮亚门托文
av;zh;阿瓦尔文
pam;zh;邦板牙文
ak;zh;阿肯文
raj;zh;拉贾斯坦文
yap;zh;雅浦文
am;zh;阿姆哈拉文
an;zh;阿拉贡文
yao;zh;瑶族文
aa;zh;阿法文
zap;zh;萨波蒂克文
ab;zh;阿布哈西亚文
vai;zh;瓦伊文
sem;zh;其他闪族语系
akk;zh;阿卡德文
sel;zh;塞尔库普文
ae;zh;阿维斯塔文
af;zh;南非荷兰文
nr;zh;南部恩德贝勒文
krc;zh;卡拉恰伊巴尔卡尔文
no;zh;挪威文
nn;zh;挪威尼诺斯克文
gba;zh;葛巴亚文
ny;zh;尼扬贾文；齐切瓦文；切瓦文
nv;zh;纳瓦霍文
pt_PT;zh;葡萄牙文 (葡萄牙)
oc;zh;奥克西唐语
lui;zh;路易塞诺文
kut;zh;库特内文
luo;zh;卢奥文
lun;zh;隆达文
om;zh;奥洛莫文
lus;zh;卢晒文
phn;zh;腓尼基文
kum;zh;库梅克文
oj;zh;奥吉布瓦文
phi;zh;其他菲律宾语系
tyv;zh;图瓦文
ban;zh;巴里文
os;zh;奥塞梯文
bal;zh;俾路支文
bai;zh;巴米累克语系
rom;zh;吉普赛文
or;zh;欧里亚文
son;zh;桑海文
bad;zh;班达文
ijo;zh;伊乔文
gaa;zh;加文
kro;zh;克鲁文
roa;zh;其他拉丁语系
sog;zh;古粟特语
pa;zh;旁遮普文
gay;zh;迦约文
kru;zh;库鲁克文
pl;zh;波兰文
bat;zh;其他波罗的语系
bas;zh;巴萨文
krl;zh;卡累利阿文
pi;zh;巴利文
lo;zh;老挝文
ln;zh;林加拉文
lv;zh;拉脱维亚文
lu;zh;鲁巴加丹加文
lt;zh;立陶宛文
srr;zh;谢列尔文
srn;zh;Sranan Tongo（源于克里奥尔语）
kos;zh;科斯拉伊文
kok;zh;刚卡尼文
mg;zh;马尔加什文
mh;zh;马绍尔文
mk;zh;马其顿文
ml;zh;马来亚拉姆文
mi;zh;毛利文
mn;zh;蒙古文
mo;zh;摩尔多瓦文
mr;zh;马拉地文
mt;zh;马耳他文
sr_Latn;zh;塞尔维亚文 (拉丁语)
ms;zh;马来文
my;zh;缅甸文
na;zh;瑙鲁文
peo;zh;古老波斯语
nb;zh;挪威博克马尔文
nd;zh;北恩德贝勒文
ne;zh;尼泊尔文
znd;zh;赞德文
cus;zh;其他库施特语系
ng;zh;恩东加文
jpr;zh;犹太波斯文
kpe;zh;克佩列文
nl;zh;荷兰文
nyn;zh;尼昂科勒文
nym;zh;尼亚姆韦齐文
jv;zh;爪哇文
myv;zh;俄日亚文
nyo;zh;尼约罗文
afh;zh;阿弗里希利文
him;zh;赫马查利文
hil;zh;希利盖农文
myn;zh;玛雅语系
kj;zh;宽亚玛文
tvl;zh;图瓦卢文
ki;zh;吉库尤文
kmb;zh;金邦杜文
kg;zh;刚果文
inc;zh;其他印度语系
hit;zh;赫梯文
ka;zh;格鲁吉亚文
sla;zh;其他斯拉夫语系
nzi;zh;恩济马文
bej;zh;别札文
kw;zh;凯尔特文
ky;zh;吉尔吉斯文
ks;zh;克什米尔文
ku;zh;库尔德文
kv;zh;科米文
ber;zh;柏柏尔文
ko;zh;韩文
ine;zh;其他印欧语系
inh;zh;印古什文
tut;zh;阿尔泰诸语言（其他）
kr;zh;卡努里文
kk;zh;哈萨克文
bem;zh;别姆巴文
kl;zh;格陵兰文
km;zh;柬埔寨文
kn;zh;坎纳达文
li;zh;淋布尔吉文
tum;zh;通布卡文
tup;zh;图皮语系
afa;zh;其他亚非语系
lg;zh;卢干达文
la;zh;拉丁文
lb;zh;卢森堡文
hr;zh;克罗地亚文
mwr;zh;马尔瓦利文
wal;zh;瓦拉莫文
ht;zh;海地文
wak;zh;瓦卡什诸语言
snk;zh;索尼基文
hu;zh;匈牙利文
bho;zh;博杰普尔文
xal;zh;卡尔梅克文
mwl;zh;米兰德斯文
hi;zh;印地文
ho;zh;希里莫图文
war;zh;瓦赖文
was;zh;瓦绍文
id;zh;印度尼西亚文
ia;zh;国际文 A
ig;zh;伊格博文
ie;zh;国际文 E
hz;zh;赫雷罗文
hy;zh;亚美尼亚文
ady;zh;阿迪何文
smn;zh;伊纳里萨米语
ilo;zh;伊洛干诺文
is;zh;冰岛文
it;zh;意大利文
iu;zh;伊努伊特文
smj;zh;律勒欧萨莫斯语
ii;zh;四川话
ach;zh;阿乔利文
ik;zh;依奴皮维克文
sms;zh;斯科特萨米文
ace;zh;亚齐文
io;zh;伊多文
ada;zh;阿当梅文
sma;zh;南萨米文
smi;zh;其他萨米文
dyu;zh;迪尤拉文
ja;zh;日文
xh;zh;科萨文
pon;zh;波纳佩文
lol;zh;芒戈文
moh;zh;摩霍克文
wo;zh;沃洛夫文
cmc;zh;查米克文
mos;zh;莫西文
wa;zh;瓦隆文
loz;zh;洛兹文
vi;zh;越南文
syr;zh;叙利亚文
tsi;zh;蒂姆西亚文
rup;zh;亚美尼亚语
nwc;zh;尼瓦尔文 Classical Newari
vo;zh;沃拉普克文
uz;zh;乌兹别克文
ve;zh;文达文
fur;zh;弗留利文
uk;zh;乌克兰文
ug;zh;维吾尔文
ewo;zh;旺杜文
ur;zh;乌尔都文
ty;zh;塔西提文
tt;zh;塔塔尔文
tw;zh;特威文
hmn;zh;赫蒙文
gmh;zh;中古高地德文
doi;zh;多格拉文
to;zh;汤加文
tmh;zh;塔马奇克文
tn;zh;塞茨瓦纳文
